type_id,total_sales,date
1,95045,2018-02-18
3,95027,2019-06-14
1,95023,2019-02-13
3,95007,2019-05-12
1,95007,2018-08-24
2,95004,2018-08-17
3,95001,2018-10-16
2,94999,2019-01-11
1,94994,2019-04-29
2,94978,2019-05-06
2,94969,2019-05-25
3,94944,2019-04-23
1,94922,2019-04-18
2,94922,2018-09-21
2,94911,2019-05-22
2,94900,2019-01-21
3,94895,2018-07-29
2,94893,2019-02-06
3,94838,2018-12-05
1,94835,2019-01-24
3,94821,2018-02-20
1,94821,2018-07-16
3,94800,2018-09-16
1,94799,2018-01-19
2,94785,2019-06-04
1,94783,2019-03-28
2,94766,2019-04-13
1,94746,2019-05-23
2,94739,2018-05-15
1,94729,2018-03-15
1,94726,2019-01-18
2,94715,2018-01-30
2,94714,2018-01-16
3,94710,2018-07-12
3,94710,2018-01-29
3,94708,2018-05-23
2,94693,2018-01-09
1,94680,2018-05-11
1,94664,2018-08-30
2,94621,2018-01-31
1,94621,2018-05-16
1,94615,2018-01-23
2,94605,2019-03-23
3,94588,2019-05-01
1,94584,2018-08-03
2,94582,2018-01-05
2,94573,2018-07-21
1,94569,2018-11-30
3,94569,2018-10-29
1,94550,2019-05-27
2,94519,2018-04-13
2,94496,2018-03-28
3,94490,2019-01-18
3,94486,2018-08-25
3,94475,2019-04-13
2,94467,2018-11-21
1,94457,2018-10-14
3,94453,2018-05-22
1,94444,2019-02-06
2,94434,2018-01-28
3,94433,2019-03-21
3,94429,2018-11-05
3,94427,2019-05-16
1,94426,2018-01-06
3,94423,2018-10-22
1,94422,2018-04-07
2,94409,2018-03-26
2,94397,2018-11-12
1,94389,2018-05-06
2,94344,2018-12-06
2,94325,2018-10-04
3,94323,2018-09-03
1,94323,2018-11-09
1,94312,2018-09-24
1,94302,2019-02-27
1,94278,2019-05-08
3,94225,2018-12-25
1,94207,2019-02-16
2,94199,2018-02-25
3,94190,2019-02-17
3,94185,2019-01-27
3,94179,2018-12-11
1,94166,2018-08-31
1,94162,2018-08-05
2,94161,2018-02-03
3,94132,2019-04-17
1,94131,2019-06-06
1,94111,2018-06-06
2,94110,2019-02-16
1,94110,2018-04-16
1,94094,2019-05-20
2,94086,2018-05-05
1,94082,2018-10-21
2,94074,2018-02-14
2,94059,2018-06-21
2,94051,2018-04-04
1,94030,2018-12-03
3,94019,2018-02-17
3,94018,2018-01-05
2,93997,2018-08-27
1,93989,2018-06-01
2,93968,2019-03-18
3,93960,2018-11-04
3,93960,2019-05-17
1,93952,2018-06-12
1,93939,2018-04-12
3,93911,2018-01-08
3,93910,2019-01-31
3,93906,2018-09-13
1,93899,2019-03-15
3,93896,2018-10-07
2,93894,2018-03-24
1,93889,2018-02-19
3,93886,2018-06-19
1,93875,2019-04-04
1,93852,2018-01-15
2,93851,2018-03-13
3,93848,2019-04-08
1,93836,2018-06-18
3,93830,2019-05-19
2,93805,2019-02-14
1,93799,2018-05-18
2,93777,2019-05-16
1,93776,2018-09-06
3,93771,2018-02-14
3,93770,2018-11-28
2,93757,2018-11-03
2,93752,2018-01-21
1,93742,2018-01-14
1,93738,2018-02-22
2,93736,2019-03-12
1,93723,2019-04-26
3,93721,2018-01-12
1,93716,2019-04-12
3,93709,2018-02-03
2,93688,2018-05-21
3,93682,2018-07-28
2,93651,2018-09-20
1,93649,2018-07-23
1,93646,2018-02-05
3,93630,2019-04-02
1,93627,2018-12-06
2,93623,2018-08-18
1,93595,2018-12-26
2,93580,2019-04-15
3,93566,2018-12-18
2,93562,2018-05-08
1,93513,2018-08-22
2,93501,2018-01-22
2,93477,2018-03-08
2,93474,2019-04-14
3,93468,2019-06-13
2,93445,2018-12-09
2,93401,2019-01-23
1,93382,2019-05-21
3,93380,2019-03-12
1,93374,2018-10-12
3,93358,2019-04-30
3,93338,2018-05-26
2,93333,2018-10-13
1,93308,2019-01-26
1,93307,2018-11-08
2,93305,2018-06-20
3,93289,2018-11-29
1,93284,2019-04-03
3,93266,2018-09-01
3,93261,2018-06-09
2,93256,2018-07-10
1,93226,2018-11-05
3,93213,2018-07-31
2,93208,2019-02-02
3,93200,2018-09-28
1,93187,2019-06-05
3,93165,2018-12-17
3,93154,2018-03-11
3,93153,2018-06-24
2,93138,2018-08-28
2,93134,2018-03-19
2,93107,2018-01-02
3,93096,2018-08-20
3,93096,2019-05-02
1,93087,2019-02-11
3,93080,2018-11-17
2,93074,2019-04-06
1,93060,2018-05-02
2,93043,2019-03-10
2,93010,2018-08-08
3,93005,2019-01-16
3,92989,2018-11-14
3,92957,2019-03-19
1,92930,2018-02-16
2,92920,2018-01-06
2,92901,2018-08-16
3,92900,2018-11-01
2,92899,2018-11-10
2,92891,2018-03-06
1,92890,2018-04-18
2,92877,2018-04-26
2,92874,2019-05-23
2,92857,2019-05-13
1,92856,2018-08-07
2,92855,2018-10-26
2,92852,2019-01-06
3,92824,2018-11-26
2,92820,2019-03-27
3,92805,2018-12-01
3,92778,2019-05-06
3,92776,2018-01-15
1,92771,2018-07-02
1,92759,2018-05-30
2,92748,2018-06-02
1,92731,2019-05-12
1,92713,2018-07-30
3,92699,2019-01-14
2,92686,2018-10-21
1,92674,2018-11-02
1,92633,2018-08-27
2,92629,2019-04-02
2,92610,2019-04-08
2,92609,2018-04-09
3,92604,2018-01-28
2,92594,2018-05-18
2,92592,2018-05-24
1,92586,2018-10-25
1,92577,2019-01-29
1,92560,2018-10-27
1,92511,2018-01-02
1,92496,2019-05-14
3,92492,2018-04-14
2,92490,2018-10-25
1,92461,2018-01-03
1,92451,2018-11-11
2,92439,2019-02-20
2,92435,2019-06-11
1,92409,2018-02-09
3,92385,2018-08-13
3,92355,2018-12-23
1,92353,2018-03-27
2,92350,2018-04-29
2,92346,2018-05-30
3,92342,2018-02-13
1,92315,2019-03-03
2,92311,2018-09-05
1,92278,2018-04-03
1,92276,2018-02-23
3,92246,2019-04-12
3,92246,2018-02-07
2,92242,2018-07-02
1,92237,2018-07-13
1,92231,2018-01-22
3,92227,2018-09-06
2,92221,2019-04-26
3,92212,2019-04-21
1,92203,2018-03-04
1,92190,2019-03-04
1,92188,2018-07-11
3,92172,2018-03-21
2,92163,2018-12-11
3,92155,2018-07-19
3,92154,2018-12-15
1,92131,2018-09-23
1,92096,2018-03-09
2,92078,2018-08-29
3,92076,2018-01-14
2,92064,2018-07-01
3,92051,2019-05-25
3,92049,2019-04-14
2,92044,2018-02-01
3,92041,2018-12-03
3,92017,2019-05-03
2,91999,2018-04-21
2,91985,2018-05-11
1,91975,2018-03-06
1,91970,2018-02-26
3,91963,2018-05-11
3,91961,2018-08-05
1,91953,2018-12-25
1,91944,2018-08-28
3,91928,2019-01-12
3,91898,2018-01-11
2,91885,2018-11-14
1,91878,2019-04-11
1,91876,2018-12-11
3,91873,2019-01-07
1,91860,2019-03-31
3,91848,2018-07-02
2,91845,2018-10-17
1,91844,2018-11-18
2,91815,2018-01-17
3,91810,2019-05-14
1,91802,2019-06-07
3,91794,2019-03-09
3,91792,2019-06-05
3,91783,2018-03-16
3,91761,2019-05-07
2,91752,2018-07-12
3,91750,2019-04-28
3,91705,2018-04-04
2,91700,2018-07-15
1,91696,2018-05-03
2,91692,2019-02-24
1,91670,2019-03-26
1,91661,2018-02-08
3,91660,2018-04-25
2,91639,2018-07-13
3,91639,2018-08-08
3,91624,2019-01-30
1,91620,2018-06-10
1,91609,2019-04-14
1,91592,2019-01-31
2,91591,2018-11-11
1,91587,2018-04-13
3,91566,2018-03-07
1,91562,2018-06-13
3,91531,2018-12-06
3,91530,2018-10-25
1,91501,2018-11-20
3,91491,2018-09-02
3,91482,2019-01-06
3,91481,2019-06-04
1,91423,2019-03-07
2,91423,2018-05-06
3,91421,2018-09-11
3,91416,2019-03-14
3,91414,2018-05-18
2,91404,2019-03-26
1,91385,2018-03-03
1,91384,2019-04-07
1,91382,2018-07-12
1,91381,2018-09-08
1,91378,2019-03-19
2,91359,2019-03-30
2,91357,2019-01-28
1,91351,2018-08-17
2,91333,2019-02-12
3,91324,2018-10-30
1,91316,2019-02-05
3,91314,2019-02-28
2,91309,2018-09-15
1,91283,2018-09-10
1,91254,2019-03-13
3,91224,2019-04-27
3,91207,2018-12-12
1,91194,2018-05-28
1,91182,2019-05-25
1,91175,2018-01-12
3,91160,2018-10-05
1,91154,2019-04-10
3,91130,2018-07-06
3,91124,2018-12-30
1,91119,2018-12-09
1,91110,2019-04-09
2,91097,2019-05-27
2,91094,2018-04-14
1,91053,2018-03-08
1,91048,2019-05-31
2,91025,2018-01-27
2,91013,2018-09-22
1,91005,2018-03-18
3,91000,2018-12-02
3,90997,2019-02-11
1,90975,2018-10-26
1,90902,2018-07-29
2,90875,2018-08-20
1,90872,2018-11-23
3,90863,2018-01-04
2,90861,2018-03-25
2,90841,2019-06-08
3,90829,2018-06-21
2,90820,2018-02-06
2,90810,2018-05-27
1,90797,2018-04-26
2,90785,2018-09-08
3,90782,2019-05-08
2,90763,2018-06-26
3,90737,2018-12-20
1,90728,2018-05-31
3,90727,2018-05-07
2,90720,2019-04-20
3,90712,2018-04-24
1,90704,2018-09-02
3,90698,2018-06-02
3,90677,2018-03-27
3,90667,2018-04-10
3,90662,2018-09-27
2,90657,2019-02-21
3,90643,2018-02-28
1,90632,2019-01-02
2,90621,2019-04-19
3,90596,2019-04-24
2,90591,2018-04-03
2,90591,2018-05-23
1,90581,2019-01-30
1,90581,2018-08-02
2,90580,2018-12-07
3,90571,2018-03-29
3,90555,2018-08-18
2,90553,2019-02-05
1,90546,2018-05-08
2,90526,2018-11-08
2,90522,2018-07-31
1,90521,2018-06-09
2,90506,2019-03-13
2,90489,2018-10-12
3,90488,2018-08-24
2,90474,2018-06-25
3,90465,2019-04-25
3,90455,2019-02-05
2,90449,2019-02-18
2,90403,2018-06-15
2,90373,2018-10-05
2,90364,2018-04-18
2,90352,2018-07-20
1,90340,2018-06-27
3,90336,2019-02-16
3,90315,2019-04-03
2,90311,2018-05-13
3,90264,2018-10-04
1,90244,2018-10-02
2,90227,2018-07-28
1,90213,2019-03-27
1,90203,2019-02-26
1,90183,2018-02-03
3,90170,2018-05-14
2,90154,2018-05-02
3,90152,2018-02-21
2,90145,2018-07-30
3,90138,2019-02-09
1,90124,2018-11-28
3,90102,2018-10-26
2,90096,2018-02-22
2,90066,2019-03-24
1,90033,2018-09-07
1,90020,2018-01-31
2,90016,2018-03-09
1,90014,2019-01-19
3,90008,2018-08-07
1,89994,2018-01-28
1,89977,2018-06-21
3,89972,2018-09-07
2,89954,2018-09-03
3,89943,2018-11-18
1,89926,2018-04-15
1,89905,2018-05-09
3,89899,2018-05-24
2,89867,2018-08-10
1,89847,2019-03-10
1,89829,2019-05-17
1,89803,2018-08-10
3,89793,2018-07-15
1,89781,2018-05-25
3,89781,2019-03-28
1,89760,2018-12-31
2,89754,2018-02-26
2,89742,2018-06-17
1,89727,2018-04-14
1,89725,2018-08-29
3,89723,2018-05-02
1,89707,2018-05-24
1,89706,2019-03-01
3,89682,2018-08-09
2,89660,2018-10-20
2,89643,2018-01-10
3,89625,2018-10-03
3,89603,2018-05-06
3,89602,2018-07-11
3,89586,2019-02-01
1,89582,2018-03-14
2,89575,2018-05-03
2,89562,2019-04-18
1,89553,2018-07-24
3,89551,2018-03-10
1,89532,2019-02-02
2,89516,2018-12-27
1,89514,2018-12-02
1,89469,2019-06-02
1,89468,2018-10-22
1,89457,2018-07-18
3,89456,2019-04-16
1,89451,2018-10-24
3,89440,2018-10-15
2,89411,2018-04-19
2,89408,2018-01-03
1,89398,2018-05-29
1,89395,2018-10-03
2,89387,2018-04-24
1,89379,2019-03-02
3,89374,2019-03-04
1,89365,2018-06-22
3,89337,2019-01-05
3,89325,2018-06-18
1,89310,2019-02-18
3,89285,2019-03-27
2,89259,2019-01-25
3,89220,2018-08-01
3,89216,2018-03-18
3,89189,2019-02-20
2,89189,2018-10-31
3,89186,2018-01-07
3,89160,2019-01-26
3,89159,2019-06-03
3,89121,2018-11-19
3,89106,2018-05-25
3,89104,2018-05-17
2,89080,2019-02-17
1,89077,2019-03-30
1,89072,2018-06-19
1,89070,2018-11-26
3,89067,2019-06-02
3,89044,2019-04-05
1,89044,2018-01-09
1,89005,2018-10-19
1,89000,2019-05-11
1,88999,2018-01-26
3,88968,2018-01-24
1,88908,2018-08-09
3,88885,2018-03-09
3,88878,2018-05-05
3,88819,2018-06-01
3,88816,2018-07-17
1,88799,2018-02-01
2,88786,2019-01-12
3,88777,2018-09-19
1,88721,2018-10-10
3,88685,2019-05-23
3,88683,2018-02-05
2,88680,2018-10-30
3,88646,2018-10-23
2,88597,2018-08-26
3,88594,2019-05-26
1,88577,2019-04-27
3,88569,2018-01-25
1,88539,2018-09-30
3,88526,2019-05-31
1,88518,2018-03-02
1,88495,2018-12-14
1,88492,2018-03-24
3,88439,2018-11-25
1,88415,2019-01-27
3,88395,2018-01-19
2,88387,2018-05-20
1,88345,2019-02-23
2,88345,2019-02-08
3,88341,2018-10-27
1,88326,2018-07-17
3,88324,2018-09-17
3,88307,2019-06-08
3,88274,2019-04-01
1,88266,2018-09-25
3,88251,2019-05-24
3,88200,2018-12-22
3,88145,2019-03-08
1,88129,2018-11-13
3,88110,2019-01-28
1,88059,2018-05-20
2,88041,2018-09-29
3,88034,2018-04-29
3,88033,2018-04-18
1,87976,2018-08-12
1,87964,2018-11-10
1,87962,2018-12-20
3,87952,2018-10-24
3,87913,2018-02-24
3,87879,2018-09-26
3,87873,2018-08-06
3,87849,2019-03-06
3,87830,2019-03-22
3,87811,2018-05-19
3,87808,2018-02-25
2,87785,2018-12-26
3,87779,2018-04-16
1,87770,2019-06-14
3,87735,2018-03-20
2,87732,2019-01-09
3,87722,2018-01-26
3,87648,2018-02-06
2,87622,2018-04-28
3,87603,2018-07-27
3,87601,2019-02-27
3,87599,2018-10-28
2,87587,2018-10-18
3,87554,2018-11-16
2,87519,2019-04-16
2,87509,2019-04-03
1,87494,2018-12-24
2,87485,2018-06-10
1,87471,2018-02-20
1,87469,2018-10-31
3,87437,2018-08-31
2,87409,2018-12-21
2,87359,2018-12-12
3,87352,2018-07-07
3,87336,2019-01-15
3,87333,2019-03-25
1,87327,2018-01-21
3,87326,2018-03-24
3,87308,2019-03-31
2,87295,2018-04-12
1,87287,2018-06-25
3,87287,2019-03-24
1,87271,2019-03-16
2,87266,2018-06-29
1,87231,2018-05-01
1,87224,2019-04-15
2,87219,2019-02-15
2,87209,2018-09-26
1,87203,2019-05-02
1,87200,2019-02-14
2,87193,2018-10-23
3,87176,2018-04-08
1,87144,2018-10-06
1,87138,2018-03-11
2,87132,2019-02-13
3,87129,2019-02-19
2,87076,2018-12-15
2,87036,2019-01-22
1,86987,2018-03-31
1,86977,2019-05-03
1,86975,2018-08-01
2,86930,2018-08-09
1,86927,2019-02-17
1,86859,2019-01-07
1,86814,2019-03-23
1,86811,2018-03-05
3,86800,2018-12-26
3,86795,2019-04-19
1,86757,2018-02-24
3,86754,2019-03-11
1,86754,2018-09-26
2,86747,2018-09-13
3,86731,2018-01-01
3,86729,2018-09-21
3,86710,2019-03-20
3,86704,2019-02-22
1,86704,2019-02-07
3,86699,2019-02-21
2,86689,2018-06-08
3,86683,2018-04-22
3,86680,2018-02-11
3,86676,2019-03-05
3,86615,2018-02-02
1,86612,2018-07-26
1,86589,2018-09-09
3,86555,2018-06-27
1,86499,2018-10-18
2,86477,2018-03-03
3,86447,2018-03-04
3,86443,2018-05-04
3,86438,2018-12-13
3,86436,2018-05-16
2,86429,2019-06-17
3,86427,2019-04-26
2,86413,2018-09-14
2,86402,2018-03-02
3,86400,2019-02-10
3,86382,2018-10-21
3,86346,2018-01-02
1,86319,2019-04-13
3,86318,2019-02-18
3,86315,2018-04-03
1,86262,2018-06-11
1,86259,2019-04-16
3,86195,2018-09-05
3,86188,2018-09-29
1,86164,2019-03-05
2,86163,2018-09-11
1,86156,2019-03-08
3,86149,2019-02-24
3,86129,2018-08-30
1,86061,2019-01-20
3,86054,2018-04-13
3,86032,2019-05-11
3,86013,2018-10-08
3,86004,2019-05-21
2,85942,2018-06-07
2,85909,2018-06-03
2,85898,2018-07-24
3,85889,2018-11-09
1,85873,2018-07-31
3,85869,2018-04-07
2,85822,2019-05-18
1,85763,2018-04-21
2,85704,2018-01-26
1,85680,2018-10-05
3,85668,2019-02-12
3,85632,2019-01-03
3,85578,2018-09-04
3,85554,2019-06-15
1,85538,2018-09-22
3,85505,2018-04-02
3,85495,2018-10-17
2,85483,2018-07-08
1,85387,2018-08-13
2,85373,2018-02-12
3,85370,2019-02-14
3,85337,2019-02-25
1,85316,2018-10-08
2,85314,2018-05-01
1,85299,2019-04-08
1,85290,2018-05-05
3,85265,2018-03-22
3,85244,2018-01-09
1,85233,2018-01-10
1,85208,2018-07-05
1,85191,2018-06-08
1,85130,2018-06-16
3,85095,2018-07-13
3,84989,2018-09-08
1,84954,2018-07-22
2,84942,2018-07-04
3,84942,2018-08-22
1,84940,2018-03-30
2,84934,2018-01-25
1,84844,2019-01-22
2,84843,2018-12-03
1,84784,2018-03-16
2,84747,2018-02-21
3,84690,2019-05-13
1,84674,2018-07-10
2,84580,2018-08-07
3,84570,2019-06-10
3,84568,2018-01-16
1,84561,2018-04-09
1,84501,2018-05-17
2,84477,2018-02-02
1,84446,2018-11-17
1,84402,2018-09-03
2,84344,2018-02-11
1,84342,2019-06-10
1,84328,2019-05-07
1,84311,2018-12-19
1,84276,2019-04-23
3,84269,2019-03-26
1,84230,2018-05-27
3,84223,2018-01-30
2,84208,2018-10-03
3,84195,2019-05-09
1,84192,2019-04-17
1,84179,2019-04-19
1,84024,2019-02-19
3,84004,2018-12-07
1,83974,2018-01-05
3,83885,2018-04-26
3,83697,2019-05-28
3,83682,2018-04-09
1,83672,2019-06-08
3,83660,2018-09-22
1,83528,2019-05-16
1,83526,2018-09-11
3,83480,2018-11-15
3,83436,2018-02-12
1,83359,2018-12-16
2,83352,2019-06-14
2,83341,2018-05-31
3,83317,2019-01-19
3,83292,2019-05-15
1,83211,2019-03-17
3,83174,2018-05-15
1,83113,2018-03-29
3,83109,2019-04-09
3,83082,2018-02-18
1,83082,2018-05-21
2,83061,2019-03-04
1,82841,2018-04-30
2,82813,2018-06-27
1,82811,2018-03-28
3,82720,2018-12-24
1,82718,2019-05-18
3,82690,2019-03-30
3,82646,2018-11-08
3,82583,2019-03-07
1,82571,2018-10-09
3,82534,2018-11-23
2,82380,2018-11-15
1,82366,2018-02-06
3,82311,2018-02-01
3,82296,2019-04-20
3,82214,2018-02-16
3,82170,2018-04-20
1,82150,2018-08-25
3,82108,2019-06-09
3,82063,2018-04-15
2,82043,2018-04-25
1,82021,2018-12-01
2,81959,2019-03-01
1,81794,2018-09-04
1,81627,2018-10-17
1,81620,2019-06-15
1,81547,2018-10-15
3,81505,2018-09-14
3,81459,2018-10-19
2,81431,2019-06-05
2,81414,2018-05-10
3,81372,2018-03-19
3,81313,2019-04-15
3,81242,2018-09-10
3,81235,2018-11-03
3,81229,2018-10-20
3,81221,2018-04-30
2,81182,2019-02-09
1,81173,2019-06-09
2,81053,2019-06-13
3,81003,2018-03-05
3,80998,2018-02-10
2,80945,2019-06-16
1,80857,2019-06-16
2,80801,2018-02-23
1,80641,2018-07-19
3,80559,2018-09-24
3,80522,2019-03-16
2,80291,2018-07-22
2,80235,2018-07-19
1,80234,2019-05-09
3,80183,2018-11-02
3,80139,2018-11-30
1,80037,2018-12-29
1,80006,2019-02-10
2,79940,2019-05-28
1,79815,2018-12-13
2,79799,2018-08-22
1,79781,2018-12-18
1,79672,2018-04-20
1,79633,2018-08-26
3,79597,2018-06-26
3,79570,2019-06-07
3,79289,2018-06-04
1,79196,2018-04-19
2,78883,2019-06-18
2,78543,2019-05-24
3,78364,2018-11-22
1,78347,2018-05-10
1,78312,2018-08-23
3,78275,2019-01-25
1,78167,2019-06-11
2,77949,2018-03-12
3,77433,2019-06-17
3,77198,2018-01-27
3,77194,2018-08-23
3,77080,2018-02-08
3,76822,2018-09-09
3,76607,2018-06-14
3,76477,2018-08-15
3,76419,2018-07-04
1,76293,2019-06-04
2,75942,2019-06-10
3,75918,2018-04-05
2,75876,2019-06-12
2,75812,2019-01-13
3,75729,2019-06-19
3,75094,2018-07-01
2,74344,2019-06-16
2,73599,2019-06-09
3,72396,2019-06-11
3,72019,2018-02-04
1,71969,2019-06-20
2,71786,2019-06-14
1,70897,2019-06-13
3,70178,2019-06-13
2,69639,2019-06-15
1,68970,2019-06-18
2,68408,2019-06-19
3,68222,2019-06-20
3,67706,2019-06-21
3,66915,2019-06-14
1,66662,2019-06-17
1,66529,2019-06-19
2,65672,2019-06-20
1,64912,2019-06-21
2,64101,2019-06-23
1,64073,2019-06-14
1,64041,2019-06-16
1,63206,2019-06-17
2,62990,2019-06-17
2,62264,2019-06-21
2,62207,2019-06-15
1,61983,2019-06-12
3,61473,2019-06-12
1,59331,2019-06-15
3,59225,2019-06-18
3,58473,2019-06-18
2,57659,2019-06-18
2,55231,2019-06-19
3,54689,2019-06-15
2,54170,2019-06-22
3,54148,2019-06-22
1,54118,2019-06-18
3,53095,2019-06-25
3,52187,2019-06-23
3,52058,2019-06-16
1,50707,2019-06-22
2,49777,2019-06-21
3,47793,2019-06-17
1,47469,2019-06-20
1,47222,2019-06-21
1,46643,2019-06-19
1,45448,2019-06-24
2,44761,2019-06-20
2,44631,2019-06-25
3,42754,2019-06-23
3,42709,2019-06-20
3,41324,2019-06-24
2,41197,2019-06-24
1,40956,2019-06-26
1,40882,2019-06-22
3,39588,2019-06-22
2,39470,2019-06-22
1,38666,2019-06-23
3,38480,2019-06-21
1,38001,2019-06-23
3,37750,2019-06-28
3,37672,2019-06-26
2,37085,2019-06-27
2,36595,2019-06-24
3,35386,2019-06-19
1,35381,2019-06-25
2,35325,2019-06-26
1,34809,2019-06-27
3,34398,2019-06-27
3,33773,2019-06-25
1,33575,2019-06-28
1,31632,2019-06-24
1,31627,2019-06-25
3,31113,2019-06-30
2,30931,2019-06-25
2,30411,2019-06-26
2,29776,2019-06-23
1,28861,2019-06-26
3,28476,2019-06-26
1,26147,2019-06-27
2,25371,2019-06-29
1,25349,2019-06-30
3,25117,2019-06-24
3,24871,2019-07-01
2,23478,2019-06-28
1,22592,2019-06-28
3,22398,2019-06-28
1,22383,2019-06-29
2,22023,2019-06-27
2,21798,2019-06-30
2,21136,2019-06-28
3,19795,2019-06-27
3,18711,2019-06-29
2,18595,2019-07-01
3,17525,2019-06-30
2,17398,2019-06-30
1,17181,2019-06-30
1,16841,2019-06-29
3,15892,2019-07-02
1,15718,2019-07-01
3,14765,2019-06-29
2,14719,2019-07-01
2,14667,2019-06-29
1,13841,2019-07-02
2,13724,2019-07-02
3,11992,2019-07-03
1,11018,2019-07-03
3,10877,2019-07-01
1,10563,2019-07-01
2,8580,2019-07-03
2,8048,2019-07-02
1,7340,2019-07-02
2,6291,2019-07-03
3,6269,2019-07-03
3,4905,2019-07-04
2,4772,2019-07-04
1,3950,2019-07-04
3,3845,2019-07-02
2,3101,2019-07-04
1,3079,2019-07-03
1,2358,2019-07-04
3,2097,2019-07-04
